student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
242,,19,Female,76,132.243.9130,Port Lauren,?ali@@gmail..com,1684368273,Data Science,104,inactive,0,good,USD 162,1993-03-10,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""evidence"", ""tonight""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 1}, ""soft"": [""dream"", ""each""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1337, ""mother"": 794}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}"
243,Barbara Richardson,22,,,7248233305,North James,learn,1994-06-08,ds,,pending,15.5,excellent,106.0,1982-10-15T06:48:59,"Apartment 38, Lake Amychester district, Tashkent, UZ, 100854","{'hobbies': ['its', 'join'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 4}, 'soft': ['among', 'list']}, 'family': {'siblings': 0, 'income': {'father': 833, 'mother': 904}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
244,,18 years,fmale,ninety,434.105.9394x72804,Kevinland,,1606398806,d.s.,,inactive,"3,7",good,299.0,12/05/2019 10:39 AM,"55355 Lucero Manors Suite 542, East Michaelhaven","{""hobbies"": [""moment"", ""always""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 2}, ""soft"": [""do"", ""question""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 667, ""mother"": 969}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}"
245,Linda Castro ,19,Female,ninety,+1-149-124-0868,North Amanda,wendyhoffman@@hotmail.com,1676874818,Data Science,84,pending,0,,USD 231,1997-09-30T06:56:34,"Apartment 35, West Ericborough district, Tashkent, UZ, 100678","{'hobbies': ['least', 'environment'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['course', 'hear']}, 'family': {'siblings': 0, 'income': {'father': 1496, 'mother': 514}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}"
246,, 20 ,,73,921-067-8157x692,Lisatown,increase,2007.11.13,data_sciense,93,inactive,15.5,average,USD 179,1603122813,"Johntown 7-kv, dom 50, Tashkent","{""hobbies"": [""final"", ""young""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 1}, ""soft"": [""show"", ""matter""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 220, ""mother"": 1384}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}"
247,,21,,57,(474)733-4676x193,West Margaret,finish,1664779465,DATA SCIENCE,107,pending,,  excellent  ,195.0,1982-10-12,"Allisonfurt 7-kv, dom 13, Tashkent","{""hobbies"": [""book"", ""wind""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 3}, ""soft"": [""natural"", ""general""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1218, ""mother"": 434}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}"
248,Eddie Ross,22,FEMALE,ninety,+1-984-804-9442,Hallburgh,someonegmail.com,1972-12-05,Pyhton,110%,inactive,15.5,  excellent  ,"70,00",1993/11/12,"Joseborough 23-kv, dom 30, Tashkent","{'hobbies': ['threat', 'usually'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 4}, 'soft': ['offer', 'grow']}, 'family': {'siblings': 0, 'income': {'father': 965, 'mother': 1315}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
249,Timothy Mcdonald ,22,,,8769186415,East Ashleyland,david26@hotmail.com,1985-06-09T18:30:20,data_sciense,110%,active,2.62,  excellent  ,USD 74,2022/07/19,"East Taylor 8-kv, dom 23, Tashkent",INVALID_JSON_DATA
250,Cassie Roberts,18 years,male,,,South Stanley,lgarcia@hotmail.com,2024.09.14,python,,pending,-2,excellent,$100,1977/06/21,UZ 100410 Tashkent Adkinsborough,INVALID_JSON_DATA
251,,21,,,039-827-5197x874,Gutierrezport,amy79@@yahoo.com,1970-11-12T20:17:17,Pyhton,68,active,"3,7",,193 USD,2010-10-17,"87498 Haynes Wall Suite 838, South Rachel","{'hobbies': ['about', 'ball'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 4}, 'soft': ['strategy', 'country']}, 'family': {'siblings': 0, 'income': {'father': 760, 'mother': 239}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
252,,,,,708-953-5365x07881,Danielsport,?ali@@gmail..com,2001-04-19,data science,110%,inactive,,  excellent  ,174,2025-05-30,"Apartment 25, New John district, Tashkent, UZ, 100658",INVALID_JSON_DATA
253,Jeffrey White ,21,femlae,ninety,537-420-7791x47760,Moraport,,2014-01-23T13:27:35,data-sciens,82,inactive,"3,7",  excellent  ,$233,1970.12.03,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""follow"", ""job""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 3}, ""soft"": [""international"", ""this""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1229, ""mother"": 429}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}"
254,William Washington ,,,ninety,915-056-1418x56864,West Alison,nicholashoward@arellano-hart.com,1616077171,data science,118,inactive,3.02,  excellent  ,$75,2022/05/17,"Andersonland 15-kv, dom 10, Tashkent","{'hobbies': ['read', 'leg'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['run', 'sister']}, 'family': {'siblings': 3, 'income': {'father': 952, 'mother': 643}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}"
255,,22,Female,99,,Amandabury,hlove@@gmail.com,1604999362,d.s.,,pending,0,average,USD 156,1603713926,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
256,Ann Burns,22,,100,,Lake Ashley,a,2006.05.27,PYTHNO,110%,active,"3,7",  excellent  ,USD 227,2019.08.14,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['about', 'city'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 1}, 'soft': ['that', 'walk']}, 'family': {'siblings': 3, 'income': {'father': 282, 'mother': 1017}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
257,, 20 ,female,77,+1-287-328-8674,North Chelseaview,?ali@@gmail..com,07/07/1984 10:59 PM,python,,inactive,1.27,average,"181,00",1984.02.20,"Apartment 27, New Mark district, Tashkent, UZ, 100999","{hobbies:['probably', 'place']}"
258,Mrs. Dana Cole,,female,,+1-182-594-2720x737,Andersonville,?ali@@gmail..com,2022/05/24,DATA SCIENCE,110%,active,,average,"126,00",2023/03/11,"Johnview 8-kv, dom 27, Tashkent","{'hobbies': ['me', 'sister'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 5}, 'soft': ['yes', 'available']}, 'family': {'siblings': 4, 'income': {'father': 340, 'mother': 633}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
259,Dean Lozano ,20,female,,,Brandonfurt,?ali@@gmail..com,1974-11-27T05:57:07,python,,pending,,good,USD 216,1972-03-07T06:41:17,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['this', 'trouble'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 3}, 'soft': ['face', 'response']}, 'family': {'siblings': 5, 'income': {'father': 1300, 'mother': 1048}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
260,Tyler Mueller,twenty,fmale,61,,Port Jeffreyside,someonegmail.com,1612518475,data_sciense,,inactive,15.5,excellent,$124,1995-04-08,"Apartment 43, Sarahstad district, Tashkent, UZ, 100781",INVALID_JSON_DATA
261,Charles Smith ,20,,89,737-407-8314x24506,Lake Josephtown,xthomas@lambert-collins.com,1984-12-16T11:44:14,data-sciens,86,inactive,15.5,average,$152,2002-01-01,UZ 100304 Tashkent Jonesfurt,"{'hobbies': ['anyone', 'bed'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 4}, 'soft': ['would', 'after']}, 'family': {'siblings': 2, 'income': {'father': 518, 'mother': 607}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
262,Michele Johnson ,18,FEMALE,76,001-370-768-5363,Hillchester,someonegmail.com,1686260961,Data Science,97,active,,good,194.0,1989-07-12T03:27:46,"North Alicia 20-kv, dom 35, Tashkent","{'hobbies': ['firm', 'everybody'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 3}, 'soft': ['say', 'do']}, 'family': {'siblings': 1, 'income': {'father': 1464, 'mother': 1493}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
263,,21,female,65,+1-642-192-1575,Kellyborough,   zjohnson@miller-weaver.net  ,2002-08-30T15:04:12,data-sciens,110%,inactive,15.5,average,$220,1995.09.08,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['third', 'prepare'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 3}, 'soft': ['successful', 'product']}, 'family': {'siblings': 2, 'income': {'father': 913, 'mother': 1267}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
264,James Griffin ,,femlae,ninety,635-914-0072x99022,West Marieland,kevinboyd@@foster-nichols.com,1989-05-11,data science,92,active,4.46,,219.0,2018-01-14T08:03:10,"Apartment 29, North Tyroneville district, Tashkent, UZ, 100883","{""hobbies"": [""green"", ""box""], ""skills"": {""tech"": {""python"": 2, ""excel"": 1, ""sql"": 2}, ""soft"": [""society"", ""next""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1161, ""mother"": 228}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}"
265,Justin Arnold,18,fmale,81,712-835-3547x537,West Victoriastad,hollyhuffman@@morales-kim.biz,1972.03.11,PYTHNO,,inactive,15.5,excellent,92 USD,2000/11/24,UZ 100588 Tashkent West Elizabeth,"{'hobbies': ['maintain', 'hard'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 2}, 'soft': ['common', 'resource']}, 'family': {'siblings': 3, 'income': {'father': 422, 'mother': 1398}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
266,,19,female,ninety,174-850-2428x051,Jamesburgh,,1999.03.19,Data Science,,pending,15.5,average,USD 195,02/10/2017 08:53 AM,"Apartment 17, North Raymond district, Tashkent, UZ, 100376","{'hobbies': ['guy', 'test'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 5}, 'soft': ['trade', 'least']}, 'family': {'siblings': 5, 'income': {'father': 1310, 'mother': 604}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
267,,21,male,ninety,,Josephbury,marcus14@thomas-wong.biz,1687807247,ds,114,active,-2,excellent,USD 203,2018.03.23,"63287 Donna Walk, Savageborough","{'hobbies': ['week', 'group'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 5}, 'soft': ['form', 'mean']}, 'family': {'siblings': 3, 'income': {'father': 335, 'mother': 1183}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
268,Adam Bowman,20,Female,90,,North Brentport,?ali@@gmail..com,1604153124,PYTHNO,84,inactive,,average,USD 239,1676567743,"Apartment 20, Lake Stacy district, Tashkent, UZ, 100919","{hobbies:['after', 'treatment']}"
269,,19,female,,485-944-9082,Lake Amberstad,,2023-11-03T06:30:07,DATA SCIENCE,104,inactive,-2,,128.0,1670689293,"42654 Obrien Stream Apt. 484, North Ianberg","{'hobbies': ['why', 'up'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 4}, 'soft': ['several', 'consider']}, 'family': {'siblings': 5, 'income': {'father': 280, 'mother': 1029}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
270,,,,96,,Patrickhaven,nelsonanna@@hotmail.com,1631081962,DATA SCIENCE,,active,-2,average,USD 216,1986-04-14T20:33:44,"0553 Joseph Crest, Port Stephenchester","{'hobbies': ['watch', 'step'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 2}, 'soft': ['idea', 'cut']}, 'family': {'siblings': 2, 'income': {'father': 618, 'mother': 407}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
271,,,FEMALE,,(267)917-6512x72487,Rachelstad,troy76@@yahoo.com,1991-11-03,Pyhton,,active,four point five,excellent,$227,19/04/1988 11:33 AM,UZ 100416 Tashkent Lake John,"{'hobbies': ['word', 'move'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 2}, 'soft': ['coach', 'decision']}, 'family': {'siblings': 4, 'income': {'father': 1043, 'mother': 1206}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
272,, 20 ,female,73,140-799-2436,Davidside,   pricesamuel@young.com  ,2010-08-23T18:40:24,Data Science,109,inactive,15.5,good,"234,00",2009-02-28,"Apartment 20, Rileyside district, Tashkent, UZ, 100580","{'hobbies': ['anything', 'hospital'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['age', 'police']}, 'family': {'siblings': 5, 'income': {'father': 586, 'mother': 1160}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}"
273,,,,ninety,,Rayfurt,?ali@@gmail..com,1982/01/08,data_sciense,93,inactive,3.51,average,$214,1679920190,"2917 Connie Motorway, West Jamie","{hobbies:['top', 'air']}"
274,April Sharp, 20 ,MALE,79,132-149-7176,Guzmanbury,allison39@@hotmail.com,2007-01-26T08:08:12,d.s.,110%,active,4.24,average,127,1977.10.29,"BROKEN,ADDRESS,DATA,,,","{hobbies:['candidate', 'station']}"
275,Jessica Leon,20,Female,78,712.921.9367,West Toddside,?ali@@gmail..com,1973.01.13,Data Science,110%,inactive,1.35,average,$85,1971.12.26,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['group', 'great'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['may', 'suddenly']}, 'family': {'siblings': 3, 'income': {'father': 850, 'mother': 388}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
276,Christopher Cruz , 20 ,fmale,77,,Obrienshire,be,1651533542,data-sciens,,active,2.66,excellent,135,1987.05.27,UZ 100679 Tashkent Maryport,"{'hobbies': ['television', 'serve'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['find', 'kind']}, 'family': {'siblings': 2, 'income': {'father': 612, 'mother': 1374}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
277,Hunter Smith ,19,male,,+1-131-876-7285x5390,Robinsonton,?ali@@gmail..com,2007-04-03T20:56:59,python,102,active,0,  excellent  ,USD 299,1974.06.11,"Apartment 8, Ashleyborough district, Tashkent, UZ, 100060","{'hobbies': ['those', 'partner'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 4}, 'soft': ['which', 'actually']}, 'family': {'siblings': 3, 'income': {'father': 1415, 'mother': 828}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}"
278,Tracy Martin,21,,86,485-034-8428x7876,Lake Hunter,someonegmail.com,12/01/2001 06:40 PM,data_sciense,110%,inactive,0,  excellent  ,100 USD,1971.04.21,"4741 Phillips Course Apt. 019, Lake Theresafurt","{hobbies:['from', 'different']}"
279,Erica Myers,18 years,,85,,West Olivia,,1983-03-18,DATA SCIENCE,,inactive,-2,,"140,00",1993/10/30,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['support', 'support'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 5}, 'soft': ['end', 'collection']}, 'family': {'siblings': 0, 'income': {'father': 1095, 'mother': 1133}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
280,Audrey Moran ,,,88,,West Shawnabury,,1994-03-14,ds,110%,pending,-2,good,218 USD,1975-12-08,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['exist', 'politics'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 3}, 'soft': ['conference', 'commercial']}, 'family': {'siblings': 4, 'income': {'father': 1499, 'mother': 861}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
281,,18,FEMALE,94,,Brittneyburgh,   dgreen@henry-marshall.com  ,1679594631,data_sciense,72,pending,1.52,  excellent  ,69 USD,16/08/1992 07:39 PM,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
282,, 20 ,FEMALE,ninety,,Marciastad,though,1683832241,d.s.,110%,active,four point five,  excellent  ,148 USD,2014.09.06,"BROKEN,ADDRESS,DATA,,,","{hobbies:['none', 'third']}"
283,William Torres ,21,female,,5622705245,Suzanneland,   khantricia@swanson.com  ,1977/12/04,DATA SCIENCE,110%,pending,-2,,53,20/12/1993 04:18 PM,"978 Allison Loop Apt. 882, Whitemouth","{'hobbies': ['specific', 'me'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['hand', 'room']}, 'family': {'siblings': 5, 'income': {'father': 709, 'mother': 1412}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
284,Vicki Morales,21,femlae,,,North Jacqueline,harveydaniel@grimes.com,08/11/2014 06:04 AM,Data Science,,inactive,four point five,excellent,216 USD,2007-05-22,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
285,Laura Bates ,21,female,86,,Michaelfurt,someonegmail.com,1697566834,data_sciense,,active,15.5,good,85,17/05/1986 07:24 PM,"South David 8-kv, dom 24, Tashkent",INVALID_JSON_DATA
286,Vincent Huffman ,20,female,83,+1-323-312-8254x642,Lake Robin,?ali@@gmail..com,1972-06-07,Data Science,110%,active,2.15,excellent,"218,00",1992-12-30,UZ 100578 Tashkent New Davidmouth,INVALID_JSON_DATA
287,Jeffrey Lowe,19,fmale,90,+1-619-096-5066,North Erikbury,qparker@hotmail.com,25/12/1983 05:25 AM,data science,,inactive,3.91,,$212,1970/06/14,"Curryhaven 5-kv, dom 5, Tashkent","{""hobbies"": [""candidate"", ""rate""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 1}, ""soft"": [""information"", ""available""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 567, ""mother"": 233}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}"
288,Hannah Roberts,twenty,MALE,ninety,+1-990-984-2557,West Virginia,wrightalexis@lopez.biz,1970/02/27,PYTHNO,110%,pending,-2,  excellent  ,"58,00",1605156290,"86909 Nguyen Views, Hernandezchester",INVALID_JSON_DATA
289,Joshua Guerrero ,19,,,797.279.5514x42089,Watersberg,someonegmail.com,2007.03.04,Data Science,110%,inactive,,  excellent  ,USD 261,1602844761,UZ 100382 Tashkent Morenoview,INVALID_JSON_DATA
290,,18,femlae,,,West Richardbury,,16/02/1972 11:00 AM,ds,115,pending,0,good,283.0,1659190922,"96315 Annette Rest, Port Charlesport","{'hobbies': ['nation', 'right'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['artist', 'process']}, 'family': {'siblings': 3, 'income': {'father': 1367, 'mother': 1013}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
291,Dennis Bishop ,20,femlae,,001-054-548-1713x1279,South Sandra,someonegmail.com,1668444493,Data Science,110%,active,0,,237 USD,2006/01/26,"Apartment 35, Huffburgh district, Tashkent, UZ, 100573","{'hobbies': ['various', 'value'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 3}, 'soft': ['myself', 'seven']}, 'family': {'siblings': 5, 'income': {'father': 906, 'mother': 1438}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
292,Lynn Gordon,21,fmale,ninety,(157)468-6959x9046,Johnsonchester,henry44@craig.com,28/10/1974 12:11 AM,Pyhton,110%,inactive,0,excellent,"105,00",2022-11-23,"Port Karenborough 15-kv, dom 2, Tashkent","{hobbies:['the', 'production']}"
293,,,male,59,001-521-756-7290,North Vanessaberg,,2020-06-02T06:08:23,data science,,inactive,15.5,average,114,2009-08-04,"West Josephville 28-kv, dom 45, Tashkent","{'hobbies': ['floor', 'notice'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 5}, 'soft': ['sign', 'throughout']}, 'family': {'siblings': 2, 'income': {'father': 486, 'mother': 1054}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
294,Wendy Dunn ,twenty,FEMALE,,,Stewarttown,rubencunningham@@hotmail.com,1986.05.29,ds,,active,four point five,good,"176,00",2022-09-16T05:31:23,UZ 100431 Tashkent Garciafort,"{""hobbies"": [""make"", ""area""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 5}, ""soft"": [""produce"", ""page""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1047, ""mother"": 811}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}"
295,Elizabeth Nelson ,twenty,female,84,,West Kenneth,,1986.11.02,Pyhton,110%,inactive,0,  excellent  ,151,2010.07.21,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",INVALID_JSON_DATA
296,,19,fmale,ninety,(942)993-4964x8673,East Robinstad,,1606259421,python,,pending,four point five,,284,1980-03-07T15:28:05,"36436 Gamble Freeway Suite 098, Jeanstad","{""hobbies"": [""anything"", ""long""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 3}, ""soft"": [""field"", ""fast""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1303, ""mother"": 1219}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}"
297,Tiffany Reyes,18 years,MALE,91,899-991-8816,South Pamela,   sanchezkevin@yahoo.com  ,09/06/1975 09:44 PM,PYTHNO,110%,inactive,"3,7",good,$111,1970/12/04,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['half', 'wind'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['create', 'word']}, 'family': {'siblings': 3, 'income': {'father': 524, 'mother': 1494}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
298,,18,MALE,78,,Port Hayleyport,,2019.06.20,Data Science,76,active,,good,219 USD,2022/04/19,"5327 Anthony Rest, Russellfort","{hobbies:['into', 'office']}"
299,Vincent Collins ,18,Male,ninety,143-955-0610x77941,West Jamie,melissa37@@burnett.com,1999/03/25,PYTHNO,,pending,-2,average,"206,00",1678957706,"780 William Summit Apt. 320, Shawnstad","{'hobbies': ['million', 'over'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 1}, 'soft': ['stop', 'enough']}, 'family': {'siblings': 5, 'income': {'father': 1419, 'mother': 1065}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
300,Jared Mckinney,18 years,,,001-513-637-7267x454,Jacksonbury,   elizabeth02@hotmail.com  ,1973-09-09,Data Science,102,inactive,15.5,,258 USD,2021/02/09,"Apartment 19, North Teresaberg district, Tashkent, UZ, 100009","{""hobbies"": [""finish"", ""age""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 4}, ""soft"": [""win"", ""fall""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1342, ""mother"": 1266}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}"
301,Andrew Andrews ,18 years,MALE,74,,Aprilberg,   gcastillo@bishop.info  ,1995-05-03T21:16:50,PYTHNO,110%,pending,-2,,244 USD,20/04/1981 03:02 PM,"410 Baker Cliffs, South Ian","{'hobbies': ['remain', 'management'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 3}, 'soft': ['analysis', 'respond']}, 'family': {'siblings': 0, 'income': {'father': 642, 'mother': 773}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
302,Leah Taylor,18,,94,,Richardmouth,,1986-09-17T03:10:31,PYTHNO,101,active,four point five,  excellent  ,USD 121,2009-04-05T17:03:17,"Apartment 50, Johnsonfurt district, Tashkent, UZ, 100029","{hobbies:['eat', 'smile']}"
303,Lawrence Smith,,femlae,,004.288.8164x219,South Erinville,someonegmail.com,2007-07-07,PYTHNO,,active,0,good,"94,00",1974.04.22,"663 Cook Lodge Apt. 565, Yustad","{'hobbies': ['part', 'according'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 3}, 'soft': ['continue', 'modern']}, 'family': {'siblings': 3, 'income': {'father': 1134, 'mother': 809}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
