student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,hobbies,devices,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,addr_city,addr_district,addr_postal
100,,18.0,Female,91.0,+998864132941,West Jacqueline,,,Data Science,114.0,pending,3.7,excellent,145.0,,UZ 100196 Tashkent West Dawnport,"{'hobbies': ['Mrs', 'director'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 2}, 'soft': ['need', 'relationship']}, 'family': {'siblings': 4, 'income': {'father': 281, 'mother': 791}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","['Mrs', 'director']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",4.0,1.0,2.0,"['need', 'relationship']",4.0,281.0,791.0,Tashkent,,100196
101,Sharon Rodriguez,18.0,Male,93.0,,Tammytown,,1990-05-01 02:46:14,Other,110.0,pending,4.5,excellent,169.0,2009-11-18 03:15:00,"4414 Jessica Mountains Apt. 231, Evansfort","{'hobbies': ['watch', 'movement'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 4}, 'soft': ['morning', 'garden']}, 'family': {'siblings': 3, 'income': {'father': 1483, 'mother': 283}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","['watch', 'movement']","[{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",4.0,5.0,4.0,"['morning', 'garden']",3.0,1483.0,283.0,Other,,
102,Gary Allison,18.0,Female,,+998007128211,Michaelmouth,,1985-09-26 10:21:00,Python,110.0,pending,-2.0,good,261.0,2007-12-22 20:55:40,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['always', 'wife'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 1}, 'soft': ['several', 'federal']}, 'family': {'siblings': 5, 'income': {'father': 744, 'mother': 1338}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}","['always', 'wife']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]",2.0,3.0,1.0,"['several', 'federal']",5.0,744.0,1338.0,,,
103,Barbara Goodman,20.0,Female,90.0,,West Sergiochester,emilycarson@hotmail.com,,Data Science,,pending,0.0,excellent,189.0,1986-05-30 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""final"", ""son""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 4}, ""soft"": [""process"", ""include""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1376, ""mother"": 1070}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}","['final', 'son']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",5.0,5.0,4.0,"['process', 'include']",0.0,1376.0,1070.0,,,
104,Melissa Crane,20.0,Female,81.0,+998090363015,Colemanland,,1970-12-20 00:00:00,Other,,active,15.5,good,198.0,2004-04-12 23:36:00,UZ 100349 Tashkent New Heather,"{'hobbies': ['none', 'child'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['community', 'sound']}, 'family': {'siblings': 1, 'income': {'father': 361, 'mother': 403}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['none', 'child']","[{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",3.0,3.0,4.0,"['community', 'sound']",1.0,361.0,403.0,Tashkent,,100349
105,,19.0,Female,77.0,,Lake Jerry,davidsavage@yahoo.com,,Other,,inactive,-2.0,average,85.0,,"West Billy 17-kv, dom 10, Tashkent","{'hobbies': ['plan', 'why'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 4}, 'soft': ['administration', 'the']}, 'family': {'siblings': 3, 'income': {'father': 282, 'mother': 598}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","['plan', 'why']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",4.0,3.0,4.0,"['administration', 'the']",3.0,282.0,598.0,Tashkent,,
106,Jeanette Harmon,20.0,Female,81.0,+998956182527,Bowerschester,,,Data Science,82.0,active,-2.0,excellent,235.0,,"Apartment 32, Port Kyleburgh district, Tashkent, UZ, 100452","{hobbies:['on', 'interesting']}",,,,,,,,,,Tashkent,Port Kyleburgh,100452
107,,20.0,Female,89.0,,Port Bonniestad,christinaclark@hotmail.com,1982-02-17 00:00:00,Data Science,,inactive,4.5,excellent,192.0,,"New Amber 19-kv, dom 4, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
108,Jennifer Phelps,21.0,Female,90.0,+998208890335,Toddstad,,1997-03-27 20:53:00,Other,,inactive,-2.0,good,183.0,1972-01-20 22:38:21,"30197 Mary Fork, South Brittany",INVALID_JSON_DATA,,,,,,,,,,Other,,
109,Toni Mcdonald,22.0,Female,61.0,+998689512037,New Paulton,,1982-01-02 00:00:00,Data Science,120.0,pending,3.7,excellent,220.0,2018-02-18 00:00:00,UZ 100223 Tashkent Port David,"{hobbies:['possible', 'book']}",,,,,,,,,,Tashkent,,100223
110,,19.0,Male,,+998124657244,West Justinborough,,1990-07-16 00:00:00,Data Science,,inactive,3.19,good,210.0,1993-07-15 00:00:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
111,Justin Bell,21.0,Male,70.0,+998077552635,Fullerland,,2011-06-29 05:58:09,Python,,inactive,4.5,good,252.0,2021-07-05 20:20:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['despite', 'result'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['sound', 'until']}, 'family': {'siblings': 1, 'income': {'father': 1321, 'mother': 825}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}","['despite', 'result']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]",3.0,2.0,4.0,"['sound', 'until']",1.0,1321.0,825.0,,,
112,,20.0,Female,81.0,,New Emilytown,,,Data Science,110.0,pending,3.56,good,200.0,2020-06-15 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['song', 'chance'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 3}, 'soft': ['concern', 'evidence']}, 'family': {'siblings': 5, 'income': {'father': 1473, 'mother': 226}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","['song', 'chance']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",4.0,3.0,3.0,"['concern', 'evidence']",5.0,1473.0,226.0,,,
113,Joseph Burton,21.0,Unknown,90.0,,East Saraville,shannon36@york-vargas.com,1989-02-18 05:14:00,Data Science,103.0,pending,,good,270.0,1984-08-15 00:00:00,"Apartment 19, Scotthaven district, Tashkent, UZ, 100170","{""hobbies"": [""he"", ""magazine""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 3}, ""soft"": [""resource"", ""late""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 945, ""mother"": 632}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}","['he', 'magazine']","[{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",5.0,4.0,3.0,"['resource', 'late']",3.0,945.0,632.0,Tashkent,Scotthaven,100170
114,,22.0,Unknown,78.0,+998929940176,Hallton,,1982-01-17 06:40:00,Data Science,102.0,inactive,3.72,,289.0,2005-07-24 00:00:00,UZ 100075 Tashkent Boothtown,"{'hobbies': ['degree', 'two'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 1}, 'soft': ['front', 'change']}, 'family': {'siblings': 2, 'income': {'father': 1402, 'mother': 1448}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}","['degree', 'two']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]",4.0,3.0,1.0,"['front', 'change']",2.0,1402.0,1448.0,Tashkent,,100075
115,Thomas Meyer,20.0,Female,76.0,,East Robert,pparker@peters-hall.com,2004-06-19 00:00:00,Other,110.0,pending,0.0,,148.0,1993-12-03 04:42:51,"Apartment 5, Fosterside district, Tashkent, UZ, 100730",INVALID_JSON_DATA,,,,,,,,,,Tashkent,Fosterside,100730
116,Susan Bowen,20.0,Female,50.0,+998063198751,Port Traceyton,,,Data Science,110.0,pending,4.5,excellent,170.0,2018-04-19 07:18:46,"9072 Pratt Summit Suite 990, South Jason","{'hobbies': ['send', 'parent'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 2}, 'soft': ['care', 'fly']}, 'family': {'siblings': 3, 'income': {'father': 330, 'mother': 788}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}","['send', 'parent']","[{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]",4.0,4.0,2.0,"['care', 'fly']",3.0,330.0,788.0,Other,,
117,Richard Burton,21.0,Unknown,90.0,,Catherineview,,1978-06-06 00:00:00,Other,105.0,inactive,15.5,good,172.0,2021-07-25 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['although', 'at'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 4}, 'soft': ['simple', 'fire']}, 'family': {'siblings': 1, 'income': {'father': 993, 'mother': 869}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}","['although', 'at']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",4.0,2.0,4.0,"['simple', 'fire']",1.0,993.0,869.0,,,
118,Andrew Taylor,,Unknown,80.0,+998346566078,Marvinmouth,,2010-06-30 00:00:00,Python,110.0,pending,15.5,,79.0,,"392 Christopher Center, Port Lindseyfort","{'hobbies': ['research', 'keep'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 3}, 'soft': ['recently', 'her']}, 'family': {'siblings': 4, 'income': {'father': 1157, 'mother': 606}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","['research', 'keep']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",5.0,4.0,3.0,"['recently', 'her']",4.0,1157.0,606.0,Other,,
119,,22.0,Female,,+998654635098,Port Andrew,sharonbrooks@hotmail.com,1995-01-18 00:00:00,Python,110.0,active,0.0,excellent,61.0,,"Barryborough 13-kv, dom 6, Tashkent","{'hobbies': ['think', 'establish'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 2}, 'soft': ['stop', 'modern']}, 'family': {'siblings': 2, 'income': {'father': 335, 'mother': 1288}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}","['think', 'establish']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]",2.0,2.0,2.0,"['stop', 'modern']",2.0,335.0,1288.0,Tashkent,,
120,Raymond Stewart,18.0,Unknown,76.0,,Alexanderhaven,,2015-01-01 19:00:00,Data Science,,active,4.5,good,73.0,1990-08-02 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['loss', 'own'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 5}, 'soft': ['foot', 'town']}, 'family': {'siblings': 5, 'income': {'father': 593, 'mother': 527}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}","['loss', 'own']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",2.0,1.0,5.0,"['foot', 'town']",5.0,593.0,527.0,,,
121,Andrew Mcdowell,18.0,Unknown,,+998380297460,Isaacshire,,2022-10-05 00:00:00,Data Science,110.0,pending,-2.0,,194.0,1970-06-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['together', 'sea']}",,,,,,,,,,,,
122,Glenn Jordan,21.0,Female,90.0,+998461618310,Jonesbury,,1975-08-05 14:03:00,Data Science,110.0,inactive,1.55,,152.0,1970-05-11 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['manage', 'senior'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 3}, 'soft': ['artist', 'bit']}, 'family': {'siblings': 4, 'income': {'father': 1201, 'mother': 902}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}","['manage', 'senior']","[{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",1.0,1.0,3.0,"['artist', 'bit']",4.0,1201.0,902.0,,,
123,Chelsea Thomas,18.0,Female,71.0,,New Hayleymouth,,1973-06-16 00:00:00,Data Science,,pending,4.5,good,58.0,1979-02-26 00:00:00,"55540 Wilson Islands, West Steventon",INVALID_JSON_DATA,,,,,,,,,,Other,,
124,,20.0,Male,,,Lake Denisemouth,,1994-04-23 00:00:00,Data Science,,pending,-2.0,average,199.0,2024-11-01 00:00:00,"East Andrewshire 1-kv, dom 31, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
125,,,Female,90.0,+998445818285,Joneston,,2004-06-24 00:00:00,Other,110.0,active,15.5,excellent,174.0,1977-02-20 00:00:00,UZ 100418 Tashkent West Angelafort,"{'hobbies': ['worker', 'rise'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 4}, 'soft': ['debate', 'chair']}, 'family': {'siblings': 4, 'income': {'father': 668, 'mother': 1032}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}","['worker', 'rise']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]",4.0,2.0,4.0,"['debate', 'chair']",4.0,668.0,1032.0,Tashkent,,100418
126,Mark Scott,21.0,Unknown,79.0,+998112817987,Port Carolyn,,2008-05-21 00:00:00,Data Science,87.0,pending,0.0,excellent,299.0,1993-10-25 10:56:20,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['bed', 'agree'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 1}, 'soft': ['town', 'expect']}, 'family': {'siblings': 4, 'income': {'father': 431, 'mother': 751}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['bed', 'agree']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",2.0,1.0,1.0,"['town', 'expect']",4.0,431.0,751.0,,,
127,Lindsey Jacobs,20.0,Unknown,81.0,,Bushmouth,,1993-07-10 00:00:00,Data Science,87.0,pending,4.5,excellent,293.0,,"Apartment 41, Lake Patriciaborough district, Tashkent, UZ, 100625","{hobbies:['half', 'tax']}",,,,,,,,,,Tashkent,Lake Patriciaborough,100625
128,Michael Gay,20.0,Male,83.0,+998800476884,East Carlaville,,2017-02-19 00:00:00,Other,110.0,active,0.0,,286.0,1983-09-03 00:00:00,UZ 100183 Tashkent Padillaborough,"{'hobbies': ['campaign', 'create'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['coach', 'support']}, 'family': {'siblings': 3, 'income': {'father': 676, 'mother': 844}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['campaign', 'create']","[{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",1.0,2.0,4.0,"['coach', 'support']",3.0,676.0,844.0,Tashkent,,100183
129,Jeffrey Murphy,19.0,Female,88.0,+998538440650,North Jessica,,2004-03-22 15:35:33,Other,110.0,pending,3.7,good,222.0,2007-02-01 00:00:00,"1902 William Causeway Apt. 941, South Melissa","{hobbies:['visit', 'Mrs']}",,,,,,,,,,Other,,
130,Tamara Nguyen,22.0,Female,90.0,,South Nathanberg,,2001-10-10 09:28:00,Other,63.0,inactive,-2.0,,228.0,,"Apartment 22, Gillside district, Tashkent, UZ, 100582","{hobbies:['international', 'language']}",,,,,,,,,,Tashkent,Gillside,100582
131,Maxwell Dickson,18.0,Female,100.0,+998665036519,West Ricardo,,2001-11-14 05:57:00,Other,110.0,pending,-2.0,excellent,205.0,1974-11-13 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['have', 'give']}",,,,,,,,,,,,
132,,19.0,Female,,+998171695662,West Jacobmouth,,1981-03-22 00:00:00,Other,87.0,pending,0.0,good,290.0,1974-05-24 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['vote', 'poor'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 2}, 'soft': ['far', 'safe']}, 'family': {'siblings': 1, 'income': {'father': 961, 'mother': 1331}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","['vote', 'poor']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]",4.0,4.0,2.0,"['far', 'safe']",1.0,961.0,1331.0,,,
133,,20.0,Female,79.0,+998389912733,Whiteburgh,,1995-02-20 00:05:00,Other,,inactive,0.0,excellent,142.0,,UZ 100829 Tashkent Robertton,INVALID_JSON_DATA,,,,,,,,,,Tashkent,,100829
134,,21.0,Female,77.0,,Woodmouth,,1987-08-24 07:42:43,Data Science,110.0,pending,-2.0,good,94.0,2010-04-14 10:07:00,"Apartment 50, North Daniel district, Tashkent, UZ, 100874","{hobbies:['watch', 'full']}",,,,,,,,,,Tashkent,North Daniel,100874
135,Victoria Davidson,20.0,Female,92.0,+998823528541,Jessicatown,,1981-11-05 00:00:00,Data Science,110.0,inactive,-2.0,average,129.0,1974-02-15 00:00:00,"Apartment 10, Port Brittney district, Tashkent, UZ, 100582","{'hobbies': ['catch', 'interesting'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 2}, 'soft': ['environment', 'understand']}, 'family': {'siblings': 0, 'income': {'father': 1007, 'mother': 1457}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}","['catch', 'interesting']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",5.0,2.0,2.0,"['environment', 'understand']",0.0,1007.0,1457.0,Tashkent,Port Brittney,100582
136,Thomas Dillon,20.0,Female,50.0,+998291253095,Zhangbury,,2022-10-23 00:00:00,Other,77.0,inactive,,excellent,126.0,2023-09-22 11:14:57,UZ 100820 Tashkent West John,"{'hobbies': ['born', 'quality'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 3}, 'soft': ['positive', 'shoulder']}, 'family': {'siblings': 1, 'income': {'father': 1346, 'mother': 1186}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","['born', 'quality']","[{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",3.0,1.0,3.0,"['positive', 'shoulder']",1.0,1346.0,1186.0,Tashkent,,100820
137,Dylan Rodriguez,20.0,Unknown,75.0,,North Luketown,,2001-04-21 22:30:00,Data Science,113.0,inactive,0.0,,154.0,,"Apartment 40, Jonesborough district, Tashkent, UZ, 100895","{'hobbies': ['bed', 'customer'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 4}, 'soft': ['various', 'son']}, 'family': {'siblings': 4, 'income': {'father': 1009, 'mother': 1110}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","['bed', 'customer']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]",5.0,1.0,4.0,"['various', 'son']",4.0,1009.0,1110.0,Tashkent,Jonesborough,100895
138,Brianna Wong,,Unknown,87.0,,Sototon,,,Python,110.0,inactive,-2.0,excellent,111.0,1998-09-03 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""sea"", ""guy""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 2}, ""soft"": [""past"", ""during""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1344, ""mother"": 1336}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}","['sea', 'guy']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",4.0,5.0,2.0,"['past', 'during']",4.0,1344.0,1336.0,,,
139,,22.0,Unknown,90.0,+998413490200,Georgestad,kgreen@ortega.com,2015-08-19 00:00:00,Other,,inactive,-2.0,,86.0,1975-03-29 00:00:00,UZ 100502 Tashkent West Jennifer,"{'hobbies': ['every', 'small'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 5}, 'soft': ['green', 'there']}, 'family': {'siblings': 4, 'income': {'father': 496, 'mother': 1240}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","['every', 'small']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]",3.0,2.0,5.0,"['green', 'there']",4.0,496.0,1240.0,Tashkent,,100502
140,Ann Young,20.0,Unknown,90.0,+998901742234,North Leestad,,,Other,,active,15.5,excellent,171.0,1984-02-01 14:56:00,"Apartment 50, Kimberlychester district, Tashkent, UZ, 100258","{hobbies:['should', 'especially']}",,,,,,,,,,Tashkent,Kimberlychester,100258
141,Zachary Thornton,20.0,Unknown,,+998350668910,Stephensonfurt,,1981-01-03 19:15:00,Data Science,,pending,4.5,,218.0,1994-11-04 00:00:00,UZ 100077 Tashkent Aguilarmouth,"{""hobbies"": [""order"", ""hour""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 1}, ""soft"": [""smile"", ""check""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 903, ""mother"": 373}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}","['order', 'hour']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]",5.0,4.0,1.0,"['smile', 'check']",1.0,903.0,373.0,Tashkent,,100077
142,David Graves,20.0,Female,90.0,+998966273929,South Johnshire,,,Data Science,110.0,active,15.5,,162.0,1982-10-27 00:00:00,"Martinmouth 11-kv, dom 16, Tashkent","{hobbies:['let', 'week']}",,,,,,,,,,Tashkent,,
143,,20.0,Female,91.0,+998113824273,Byrdmouth,johnsamy@hotmail.com,2003-09-11 17:40:42,Other,,pending,3.69,excellent,112.0,2022-04-11 12:18:00,"Apartment 39, Tylerland district, Tashkent, UZ, 100293",INVALID_JSON_DATA,,,,,,,,,,Tashkent,Tylerland,100293
144,,21.0,Female,63.0,+998309445266,Paulchester,,2009-02-04 10:55:08,Data Science,110.0,pending,15.5,,298.0,1975-05-14 09:25:00,"Lake Matthew 4-kv, dom 24, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
145,,18.0,Unknown,90.0,+998482345778,South Thomasfort,walkerlisa@hotmail.com,2006-01-10 00:00:00,Data Science,69.0,active,4.5,average,203.0,2022-09-18 00:00:00,"6231 Patrick Inlet, North Robertfurt","{hobbies:['pattern', 'item']}",,,,,,,,,,Other,,
146,Theresa Compton,22.0,Female,90.0,+998035280200,New Andrew,,1985-08-23 00:00:00,Data Science,110.0,inactive,15.5,excellent,146.0,1992-05-30 00:00:00,"East Michaelport 23-kv, dom 49, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
147,,18.0,Male,90.0,+998470674434,Mitchellton,,2022-11-13 00:00:00,Data Science,,inactive,,good,89.0,1973-04-30 00:00:00,"Robertville 11-kv, dom 22, Tashkent","{hobbies:['daughter', 'increase']}",,,,,,,,,,Tashkent,,
148,Louis Gillespie,20.0,Female,90.0,,Port Marymouth,,2025-08-20 06:01:00,Other,,inactive,3.7,average,175.0,1982-06-16 00:00:00,"Pamelaborough 22-kv, dom 11, Tashkent","{'hobbies': ['point', 'product'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 2}, 'soft': ['line', 'dream']}, 'family': {'siblings': 4, 'income': {'father': 1056, 'mother': 1038}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","['point', 'product']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]",4.0,4.0,2.0,"['line', 'dream']",4.0,1056.0,1038.0,Tashkent,,
149,,18.0,Male,,+998662097518,Shannonhaven,,2005-08-23 00:00:00,Data Science,110.0,active,4.5,,297.0,1980-01-05 00:00:00,"Ewingview 29-kv, dom 16, Tashkent","{'hobbies': ['possible', 'should'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 5}, 'soft': ['public', 'soldier']}, 'family': {'siblings': 5, 'income': {'father': 1435, 'mother': 1303}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","['possible', 'should']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]",1.0,4.0,5.0,"['public', 'soldier']",5.0,1435.0,1303.0,Tashkent,,
